city_id,province_id,city_name,old_id
1376,13,KOTA PAYAKUMBUH,NULL
1377,13,PARIAMAN,NULL
1401,14,KUANTAN SINGINGI,NULL
1402,14,INDRAGIRI HULU,NULL
1403,14,INDRAGIRI HILIR,NULL
1404,14,PELALAWAN,NULL
1405,14,SIAK,NULL
1406,14,KAMPAR,NULL
1408,14,BENGKALIS,NULL
1410,14,KEPULAUAN MERANTI,NULL
1471,14,KOTA PEKANBARU,NULL
1473,14,DUMAI,NULL
1501,15,KERINCI,NULL
1502,15,MERANGIN,NULL
1503,15,SAROLANGUN,NULL
1504,15,BATANG HARI,NULL
1505,15,MUARO JAMBI,NULL
1506,15,TANJUNG JABUNG TIMUR,NULL
1507,15,TANJUNG JABUNG BARAT,NULL
1508,15,TEBO,NULL
1509,15,BUNGO,NULL
1571,15,KOTA JAMBI,NULL
1572,15,SUNGAI PENUH,NULL
1601,16,OGAN KOMERING ULU,NULL
1602,16,OGAN KOMERING ILIR,NULL
1603,16,MUARA ENIM,NULL
1604,16,LAHAT,NULL
1605,16,MUSI RAWAS,NULL
1606,16,MUSI BANYUASIN,NULL
1607,16,BANYU ASIN,NULL
1608,16,OGAN KOMERING ULU SELATAN,NULL
1609,16,OGAN KOMERING ULU TIMUR,NULL
1610,16,OGAN ILIR,NULL
1611,16,EMPAT LAWANG,NULL
1671,16,PALEMBANG,NULL
1672,16,PRABUMULIH,NULL
1673,16,PAGAR ALAM,NULL
1674,16,LUBUKLINGGAU,NULL
1701,17,BENGKULU SELATAN,NULL
1702,17,REJANG LEBONG,NULL
1703,17,BENGKULU UTARA,NULL
1704,17,KAUR,NULL
1706,17,MUKOMUKO,NULL
1707,17,LEBONG,NULL
1708,17,KEPAHIANG,NULL
1709,17,BENGKULU TENGAH,NULL
1771,17,BENGKULU,NULL
1802,18,TANGGAMUS,NULL
1803,18,LAMPUNG SELATAN,NULL
1804,18,LAMPUNG TIMUR,NULL
1805,18,LAMPUNG TENGAH,NULL
1806,18,LAMPUNG UTARA,NULL
1807,18,WAY KANAN,NULL
1808,18,TULANGBAWANG,NULL
1809,18,PESAWARAN,NULL
1810,18,PRINGSEWU,NULL
1811,18,MESUJI,NULL
1871,18,BANDAR LAMPUNG,NULL
1872,18,METRO,NULL
1901,19,BANGKA,NULL
1902,19,BELITUNG,NULL
1903,19,BANGKA BARAT,NULL
1904,19,BANGKA TENGAH,NULL
1905,19,BANGKA SELATAN,NULL
1906,19,BELITUNG TIMUR,NULL
1971,19,PANGKALPINANG,NULL
2101,21,KARIMUN,NULL
2102,21,BINTAN,NULL
2103,21,NATUNA,NULL
2104,21,LINGGA,NULL
2105,21,KEPULAUAN ANAMBAS,NULL
2171,21,KOTA BATAM,NULL
2172,21,TANJUNGPINANG,NULL
3101,31,KEPULAUAN SERIBU,NULL
3171,31,JAKARTA SELATAN,NULL
3172,31,JAKARTA TIMUR,NULL
3173,31,JAKARTA PUSAT,NULL
3174,31,JAKARTA BARAT,NULL
3175,31,JAKARTA UTARA,NULL
3201,32,BOGOR,NULL
3202,32,SUKABUMI,NULL
3203,32,CIANJUR,NULL
3204,32,BANDUNG,NULL
3205,32,GARUT,NULL
3206,32,TASIKMALAYA,NULL
3207,32,CIAMIS,NULL
3208,32,KUNINGAN,NULL
3209,32,CIREBON,NULL
3210,32,MAJALENGKA,NULL
3211,32,SUMEDANG,NULL
3212,32,INDRAMAYU,NULL
3213,32,SUBANG,NULL
3214,32,PURWAKARTA,NULL
3215,32,KARAWANG,NULL
3216,32,BEKASI,NULL
3217,32,BANDUNG BARAT,NULL
3271,32,BOGOR,NULL
3272,32,SUKABUMI,NULL
3273,32,BANDUNG,NULL
3274,32,CIREBON,NULL
3275,32,BEKASI,NULL
3276,32,DEPOK,NULL
3277,32,CIMAHI,NULL
3278,32,TASIKMALAYA,NULL
3279,32,BANJAR,NULL
3301,33,CILACAP,NULL
3302,33,BANYUMAS,NULL
3303,33,PURBALINGGA,NULL
3304,33,BANJARNEGARA,NULL
3305,33,KEBUMEN,NULL
3306,33,PURWOREJO,NULL
3307,33,WONOSOBO,NULL
3308,33,MAGELANG,NULL
3309,33,BOYOLALI,NULL
3310,33,KLATEN,NULL
3311,33,SUKOHARJO,NULL
3312,33,WONOGIRI,NULL
3313,33,KARANGANYAR,NULL
3314,33,SRAGEN,NULL
3315,33,GROBOGAN,NULL
3316,33,BLORA,NULL
3317,33,REMBANG,NULL
3318,33,PATI,NULL
3319,33,KUDUS,NULL
3320,33,JEPARA,NULL
3321,33,DEMAK,NULL
3322,33,SEMARANG,NULL
3323,33,TEMANGGUNG,NULL
3324,33,KENDAL,NULL
3325,33,BATANG,NULL
3326,33,PEKALONGAN,NULL
3327,33,PEMALANG,NULL
3328,33,TEGAL,NULL
3329,33,BREBES,NULL
3371,33,MAGELANG,NULL
3372,33,SURAKARTA,NULL
3373,33,SALATIGA,NULL
3374,33,SEMARANG,NULL
3375,33,PEKALONGAN,NULL
3376,33,TEGAL,NULL
3401,34,KULON PROGO,NULL
3402,34,BANTUL,NULL
3403,34,GUNUNG KIDUL,NULL
3404,34,SLEMAN,NULL
3471,34,KOTA YOGYAKARTA,NULL
3501,35,PACITAN,NULL
3502,35,PONOROGO,NULL
3503,35,TRENGGALEK,NULL
3504,35,TULUNGAGUNG,NULL
3505,35,BLITAR,NULL
3506,35,KEDIRI,NULL
3507,35,MALANG,NULL
3508,35,LUMAJANG,NULL
3509,35,JEMBER,NULL
3510,35,BANYUWANGI,NULL
3511,35,BONDOWOSO,NULL
3512,35,SITUBONDO,NULL
3513,35,PROBOLINGGO,NULL
3514,35,PASURUAN,NULL
3515,35,SIDOARJO,NULL
3516,35,MOJOKERTO,NULL
3517,35,JOMBANG,NULL
3518,35,NGANJUK,NULL
3519,35,MADIUN,NULL
3520,35,MAGETAN,NULL
3521,35,NGAWI,NULL
3522,35,BOJONEGORO,NULL
3523,35,TUBAN,NULL
3524,35,LAMONGAN,NULL
3525,35,GRESIK,NULL
3526,35,BANGKALAN,NULL
3527,35,SAMPANG,NULL
3528,35,PAMEKASAN,NULL
3529,35,SUMENEP,NULL
3571,35,KEDIRI,NULL
3572,35,BLITAR,NULL
3573,35,MALANG,NULL
3574,35,PROBOLINGGO,NULL
3575,35,PASURUAN,NULL
3576,35,MOJOKERTO,NULL
3577,35,MADIUN,NULL
3578,35,SURABAYA,NULL
3579,35,BATU,NULL
3601,36,PANDEGLANG,NULL
3602,36,LEBAK,NULL
3603,36,KABUPATEN TANGERANG,NULL
3604,36,KABUPATEN SERANG,NULL
3671,36,TANGERANG,NULL
3672,36,CILEGON,NULL
3673,36,SERANG,NULL
3674,36,TANGERANG SELATAN,NULL
5101,51,JEMBRANA,NULL
5102,51,TABANAN,NULL
5103,51,BADUNG,NULL
5104,51,GIANYAR,NULL
5105,51,KLUNGKUNG,NULL
5106,51,BANGLI,NULL
5107,51,KARANGASEM,NULL
5108,51,BULELENG,NULL
5171,51,DENPASAR,NULL
5201,52,LOMBOK BARAT,NULL
5202,52,LOMBOK TENGAH,NULL
5203,52,LOMBOK TIMUR,NULL
5204,52,SUMBAWA,NULL
5205,52,DOMPU,NULL
5206,52,BIMA,NULL
5207,52,SUMBAWA BARAT,NULL
5208,52,LOMBOK UTARA,NULL
5271,52,MATARAM,NULL
5272,52,BIMA,NULL
5301,53,SUMBA BARAT,NULL
5302,53,SUMBA TIMUR,NULL
5303,53,KUPANG,NULL
5304,53,TIMOR TENGAH SELATAN,NULL
5305,53,TIMOR TENGAH UTARA,NULL
5306,53,BELU,NULL
5307,53,ALOR,NULL
5308,53,LEMBATA,NULL
5309,53,FLORES TIMUR,NULL
5310,53,SIKKA,NULL
5311,53,ENDE,NULL
5312,53,NGADA,NULL
5313,53,MANGGARAI,NULL
5314,53,ROTE NDAO,NULL
5315,53,MANGGARAI BARAT,NULL
5316,53,SUMBA TENGAH,NULL
5317,53,SUMBA BARAT DAYA,NULL
5318,53,NAGEKEO,NULL
5319,53,MANGGARAI TIMUR,NULL
5320,53,SABU RAIJUA,NULL
5371,53,KOTA KUPANG,NULL
6101,61,SAMBAS,NULL
6102,61,BENGKAYANG,NULL
6103,61,LANDAK,NULL
6104,61,MEMPAWAH,NULL
6105,61,SANGGAU,NULL
6106,61,KETAPANG,NULL
6107,61,SINTANG,NULL
6108,61,KAPUAS HULU,NULL
6109,61,SEKADAU,NULL
6110,61,MELAWI,NULL
6111,61,KAYONG UTARA,NULL
6112,61,KUBU RAYA,NULL
6171,61,PONTIANAK,NULL
6172,61,SINGKAWANG,NULL
6201,62,KOTAWARINGIN BARAT,NULL
6202,62,KOTAWARINGIN TIMUR,NULL
6203,62,KAPUAS,NULL
6204,62,BARITO SELATAN,NULL
6205,62,BARITO UTARA,NULL
6206,62,SUKAMARA,NULL
6207,62,LAMANDAU,NULL
6208,62,SERUYAN,NULL
6209,62,KATINGAN,NULL
6210,62,PULANG PISAU,NULL
6211,62,GUNUNG MAS,NULL
6212,62,BARITO TIMUR,NULL
6213,62,MURUNG RAYA,NULL
6271,62,PALANGKA RAYA,NULL
6301,63,TANAH LAUT,NULL
6302,63,KOTA BARU,NULL
6303,63,BANJAR,NULL
6304,63,BARITO KUALA,NULL
6305,63,TAPIN,NULL
6306,63,HULU SUNGAI SELATAN,NULL
6307,63,HULU SUNGAI TENGAH,NULL
6308,63,HULU SUNGAI UTARA,NULL
6309,63,TABALONG,NULL
6310,63,TANAH BUMBU,NULL
6311,63,BALANGAN,NULL
6371,63,BANJARMASIN,NULL
6372,63,BANJAR BARU,NULL
6401,64,PASER,NULL
6402,64,KUTAI BARAT,NULL
6403,64,KUTAI KARTANEGARA,NULL
6404,64,KUTAI TIMUR,NULL
6405,64,BERAU,NULL
6409,64,PENAJAM PASER UTARA,NULL
6471,64,BALIKPAPAN,NULL
6472,64,SAMARINDA,NULL
6474,64,BONTANG,NULL
6501,65,MALINAU,NULL
6502,65,BULUNGAN,NULL
6503,65,NUNUKAN,NULL
6504,65,TANA TIDUNG,NULL
6571,65,TARAKAN,NULL
7101,71,BOLAANG MONGONDOW,NULL
7102,71,MINAHASA,NULL
7103,71,KEPULAUAN SANGIHE,NULL
7104,71,KEPULAUAN TALAUD,NULL
7105,71,MINAHASA SELATAN,NULL
7106,71,MINAHASA UTARA,NULL
7107,71,BOLAANG MONGONDOW UTARA,NULL
7108,71,SIAU TAGULANDANG BIARO,NULL
7109,71,MINAHASA TENGGARA,NULL
7110,71,BOLAANG MONGONDOW SELATAN,NULL
7111,71,BOLAANG MONGONDOW TIMUR,NULL
7171,71,MANADO,NULL
7172,71,BITUNG,NULL
7173,71,TOMOHON,NULL
7174,71,KOTAMOBAGU,NULL
7201,72,BANGGAI KEPULAUAN,NULL
7203,72,MOROWALI,NULL
7204,72,POSO,NULL
7205,72,DONGGALA,NULL
7206,72,TOLI-TOLI,NULL
7207,72,BUOL,NULL
7208,72,PARIGI MOUTONG,NULL
7209,72,TOJO UNA-UNA,NULL
7210,72,SIGI,NULL
7271,72,PALU,NULL
7301,73,KEPULAUAN SELAYAR,NULL
7302,73,BULUKUMBA,NULL
7303,73,BANTAENG,NULL
7304,73,JENEPONTO,NULL
7305,73,TAKALAR,NULL
7306,73,GOWA,NULL
7307,73,SINJAI,NULL
7308,73,MAROS,NULL
7309,73,PANGKAJENE DAN KEPULAUAN,NULL
7310,73,BARRU,NULL
7311,73,BONE,NULL
7312,73,SOPPENG,NULL
7313,73,WAJO,NULL
7314,73,SIDENRENG RAPPANG,NULL
7315,73,PINRANG,NULL
7316,73,ENREKANG,NULL
7317,73,LUWU,NULL
7318,73,TANA TORAJA,NULL
7322,73,LUWU UTARA,NULL
7325,73,LUWU TIMUR,NULL
7326,73,TORAJA UTARA,NULL
7371,73,MAKASSAR,NULL
7372,73,PAREPARE,NULL
7373,73,PALOPO,NULL
7401,74,BUTON,NULL
7402,74,MUNA,NULL
7403,74,KONAWE,NULL
7404,74,KOLAKA,NULL
7405,74,KONAWE SELATAN,NULL
7406,74,BOMBANA,NULL
7407,74,WAKATOBI,NULL
7408,74,KOLAKA UTARA,NULL
7409,74,BUTON UTARA,NULL
7410,74,KONAWE UTARA,NULL
7471,74,KENDARI,NULL
7472,74,BAU-BAU,NULL
7501,75,BOALEMO,NULL
7502,75,GORONTALO,NULL
7503,75,POHUWATO,NULL
7504,75,BONE BOLANGO,NULL
7505,75,GORONTALO UTARA,NULL
7571,75,KOTA GORONTALO,NULL
7601,76,MAJENE,NULL
7602,76,POLEWALI MANDAR,NULL
7603,76,MAMASA,NULL
7604,76,MAMUJU,NULL
7605,76,MAMUJU UTARA,NULL
8101,81,MALUKU TENGGARA BARAT,NULL
8102,81,MALUKU TENGGARA,NULL
8103,81,MALUKU TENGAH,NULL
8104,81,BURU,NULL
8105,81,KEPULAUAN ARU,NULL
8106,81,SERAM BAGIAN BARAT,NULL
8107,81,SERAM BAGIAN TIMUR,NULL
8108,81,MALUKU BARAT DAYA,NULL
8109,81,BURU SELATAN,NULL
8171,81,AMBON,NULL
8172,81,TUAL,NULL
8201,82,HALMAHERA BARAT,NULL
8202,82,HALMAHERA TENGAH,NULL
8203,82,KEPULAUAN SULA,NULL
8204,82,HALMAHERA SELATAN,NULL
8206,82,HALMAHERA TIMUR,NULL
8207,82,PULAU MOROTAI,NULL
8271,82,TERNATE,NULL
8272,82,TIDORE KEPULAUAN,NULL
9101,92,FAKFAK,NULL
9102,92,KAIMANA,NULL
9103,92,TELUK WONDAMA,NULL
9104,92,TELUK BINTUNI,NULL
9105,92,MANOKWARI,NULL
9106,92,SORONG SELATAN,NULL
9107,92,SORONG,NULL
9108,92,RAJA AMPAT,NULL
9109,92,TAMBRAUW,NULL
9110,92,MAYBRAT,NULL
9171,92,KOTA SORONG,NULL
9401,91,MERAUKE,NULL
9402,91,JAYAWIJAYA,NULL
9403,91,JAYAPURA,NULL
9404,91,NABIRE,NULL
9408,91,KEPULAUAN YAPEN,NULL
9409,91,BIAK NUMFOR,NULL
9410,91,PANIAI,NULL
9411,91,PUNCAK JAYA,NULL
9412,91,MIMIKA,NULL
9413,91,BOVEN DIGOEL,NULL
9414,91,MAPPI,NULL
9415,91,ASMAT,NULL
9416,91,YAHUKIMO,NULL
9417,91,PEGUNUNGAN BINTANG,NULL
9418,91,TOLIKARA,NULL
9419,91,SARMI,NULL
9420,91,KEEROM,NULL
9426,91,WAROPEN,NULL
9427,91,SUPIORI,NULL
9428,91,MAMBERAMO RAYA,NULL
9429,91,NDUGA,NULL
9430,91,LANNY JAYA,NULL
9431,91,MAMBERAMO TENGAH,NULL
9432,91,YALIMO,NULL
9433,91,PUNCAK,NULL
9434,91,DOGIYAI,NULL
9435,91,INTAN JAYA,NULL
9436,91,DEIYAI,NULL
9471,91,JAYAPURA,NULL
8205,82,HALMAHERA UTARA,NULL
7202,72,BANGGAI,NULL
1116,11,ACEH JAYA,NULL
1801,18,LAMPUNG BARAT,NULL
1812,18,TULANG BAWANG BARAT,NULL
1220,12,PADANG LAWAS UTARA,NULL
1409,14,ROKAN HILIR,NULL
1407,14,ROKAN HULU,NULL
1705,17,SELUMA,NULL
1221,12,PADANG LAWAS,NULL
